,PLOT,Measurement Year,Annual Diameter Growth,Annual Height Growth,Annual_BAG,TREE NR
195,1193,2022,inf,inf,inf,66
196,1193,2023,1.6646116902457186,1.0516008935219658,0.15499109642039213,51
197,1194,2022,-inf,-inf,-inf,40
198,1194,2023,2.2186407742328798,1.1896252455462981,0.12693869617197884,37
199,1195,2022,-inf,-inf,-inf,49
200,1195,2023,2.5930489489028696,2.562223799294154,0.07276348153680197,49
201,1196,2022,20.98106882334605,26.738575780218575,0.8875346339705441,51
202,1196,2023,-inf,-inf,-inf,45
203,1197,2022,,,,67
204,1197,2023,inf,,inf,65
205,1198,2022,-76.19072529069769,-64.14596947674418,-1.4218640185272933,43
206,1198,2023,-inf,-inf,-inf,44
207,1199,2022,,,,62
208,1199,2023,inf,inf,inf,61
209,12,2019,-0.10073167258877638,0.3013325154306799,-0.004402916843679876,53
210,12,2020,3.011974427736807,0.69090005746576,0.278888290677201,53
211,12,2021,2.5764885222381637,4.3887643472022955,0.29888219498963486,51
212,12,2022,1.6474183976261128,-1.138019287833828,0.2141336330802225,50
213,12,2023,1.8572647186847877,1.156404296009359,0.2805780840418852,51
214,120,2018,1.8622453520803968,1.1337407027823359,0.22301610895309174,59
215,120,2019,4.127528863062925,1.4842906567780412,0.2522862049451091,41
216,120,2021,2.3524284307645553,2.16519055760277,0.2138060214549206,42
217,120,2023,1.2427144970414201,0.27144177937447167,0.15477730418789137,42
218,1200,2022,12.629972995352452,8.365393597869666,0.7917978955256211,36
219,1200,2023,-inf,-inf,-inf,41
220,1201,2022,4.594389579097949,2.940171660843779,0.3669020322119871,48
221,1201,2023,-inf,-inf,-inf,49
222,1202,2022,-66.85563337749007,-47.25933427529618,-1.7440925968356649,43
223,1202,2023,2.3331718779973145,2.6811624784193366,0.0957369253734282,39
224,1203,2022,125.9427073087964,92.60014549723327,2.7071455755169587,47
225,1203,2023,,-inf,,58
226,1204,2022,-6.854130299251874,-7.838984569825437,-0.19861332570502516,40
227,1204,2023,,-inf,,42
228,1205,2022,51.13027693965517,38.61810290948276,1.8833736976601585,58
229,1205,2023,-27.62186514673783,-27.849980293475625,-1.890703053240128,62
230,1206,2022,3.6222246044799498,3.6321654233239347,0.17134504328593847,48
231,1206,2023,-23.15263909774436,-27.70132894736842,-0.521965066713358,50
232,1207,2022,2.8818576327039547,3.8666793729960816,0.01857237476614341,7
233,1207,2023,-86.06203124999999,-153.1731958912037,-1.3592451572379995,16
234,1208,2022,3.0841489147501617,3.4977264485041606,0.15629829254823882,55
235,1208,2023,,-inf,,57
236,1209,2022,2.342736328125,3.3457470703125,0.06510224134001548,32
237,1209,2023,2.104058603491272,-28.092066708229428,0.05474145924589283,30
238,121,2018,-0.33094053154262243,-0.09282222047435419,-0.02614035048613422,79
239,121,2019,3.2109636075949366,3.4444462025316454,0.24329834837734263,50
240,121,2021,2.2078713787625035,1.1517264229824653,0.2396785965932835,51
241,121,2023,1.2554276888270102,0.43171880438565957,0.1782524193145322,51
242,1210,2022,8.18472444673408,5.130266139940792,0.9485327304828871,59
243,1210,2023,2.7780278511200063,3.8030672429946337,0.2067469059202846,59
244,1211,2022,5.8931118540447445,5.78069708397328,0.25689052324731376,35
245,1211,2023,-148.7752094594595,-172.99153125,-5.846408901043321,37
246,1212,2022,2.4438510244678455,2.7582180783380164,0.039293052315648995,19
247,1212,2023,-120.91265914161963,-214.61253937524612,-2.2111011175707973,19
248,1213,2022,60.427337602437696,40.86534108681664,1.2222196383883686,39
249,1213,2023,2.1118942307692308,2.4373413461538465,0.05600785044328243,39
250,1214,2022,-3.648759543376409,-5.996125971765662,-0.06250223208690424,45
251,1214,2023,2.4896508728179554,3.2233894430590193,0.09907559567701263,45
252,1215,2022,4.084180541308565,4.14272965542722,0.16898317703188023,45
253,1215,2023,7.32156462585034,7.851287556689343,0.2787978220262017,45
254,1216,2022,inf,inf,inf,77
255,1216,2023,3.24179946329181,1.8520246653856347,0.26438935762213767,77
256,1217,2022,2.026778049748177,0.6507151382403861,0.17218003414670793,72
257,1217,2023,3.138276397515528,1.1680761978704524,0.27706784031808,69
258,1218,2022,-inf,-inf,-inf,55
259,1218,2023,2.6270461309523814,1.1862687783446713,0.13313376469387217,54
260,1219,2022,inf,inf,inf,58
261,1219,2023,,,,61
262,122,2018,0.1611321167729507,-0.10195895509715004,0.011297926913157796,56
263,122,2019,3.6704799578059073,3.6602056962025316,0.227803916477786,45
264,122,2021,1.957735767057801,1.2487179487179485,0.17363475333734182,45
265,122,2023,1.1473633677991137,0.4735721319547021,0.1319370620825454,45
266,1220,2022,,,,47
267,1220,2023,-inf,-inf,-inf,47
268,1221,2022,,,,30
269,1221,2023,-0.7117629509513628,-0.43811522413129217,-0.11071682721791469,29
270,1222,2022,128.43481631506646,108.10131160163463,3.6029621781114334,55
271,1222,2023,inf,,inf,50
272,1223,2022,,,,36
273,1223,2023,,,,42
274,1224,2023,,,,67
275,1225,2022,-inf,-inf,-inf,38
276,1225,2023,,,,38
277,1226,2022,inf,inf,inf,35
278,1226,2023,,,,40
279,1227,2022,,,,64
280,1227,2023,-inf,-inf,-inf,58
281,1228,2022,inf,inf,inf,61
282,1228,2023,2.899065173295705,3.0005324543610548,0.2371308935500371,58
283,1229,2022,,,,45
284,1229,2023,-inf,-inf,-inf,40
285,123,2018,-0.004865121638765314,0.11823513660379141,0.005660911695635116,66
286,123,2019,4.41789794381062,3.961708162018058,0.3131473790963518,47
287,123,2021,2.5150280242868366,1.8388638291079944,0.2717290457762125,48
288,123,2023,-0.3127641585334092,-0.8287641645436498,-0.0009005586237329933,49
289,1230,2022,11.165349010106045,7.2760281511774165,1.254351770415004,61
290,1230,2023,2.555937789542986,2.292706887578751,0.1266444685275577,54
291,1231,2022,inf,inf,inf,72
292,1231,2023,2.8024296675191813,2.4461207526488855,0.22594235938760998,70
293,1232,2022,0.008086637590684634,0.11526854891326496,0.10784411967089688,55
294,1232,2023,3.5776270053475936,1.3387616978609627,0.25830797630108826,55
295,1233,2022,4.8397854917272065,2.913986106761589,0.3787856905922344,69
296,1233,2023,-inf,-inf,-inf,67
297,1234,2022,-11.651969004937744,-3.8813170754615713,0.047484323519618316,50
298,1234,2023,2.614044117647059,2.185233455882353,0.08632577729528126,50
299,1235,2022,inf,inf,inf,72
300,1235,2023,-inf,inf,-inf,73
301,1236,2022,2.8433274802458297,2.489915770412643,0.16908505647746153,67
302,1236,2023,-inf,-inf,-inf,66
303,1237,2022,-14.293338890838896,-4.163388469638469,-2.373008393937637,70
304,1237,2023,,,,71
305,1238,2022,3.0107681888544895,1.7606004901960786,0.19306197819336365,57
306,1238,2023,2.987798713235294,2.9110655199579836,0.18708137041612619,56
307,1239,2022,-inf,-inf,-inf,72
308,1239,2023,2.511661143330572,1.330222141673571,0.1465115315548072,71
309,124,2018,-0.20289692271452633,-0.24910843533936317,-0.015899144503520674,75
310,124,2019,3.2686296701933624,3.8982314809724774,0.21560524626360317,45
311,124,2021,2.1327387152777777,1.8257215711805554,0.20089632126388662,45
312,124,2023,1.0974987617632492,0.05728702327885093,0.13202175751760384,45
313,1240,2022,6.433736155305026,4.813785148938882,0.9360087393046074,77
314,1240,2023,2.939878602369,2.136319435846159,0.26409681142257585,78
315,1241,2022,3.9884037040710068,2.9953023503743736,0.17448884937924267,43
316,1241,2023,6.351786585365852,3.447603658536585,0.38252237335379463,41
317,1242,2022,,,,76
318,1242,2023,11.393902597402596,10.184901379870128,0.8441424961581446,77
319,1243,2022,1.8939198960554373,1.0792170509061834,0.14733971091426995,70
320,1243,2023,3.4566413043478263,2.0379891304347826,0.29128155737351236,69
321,1244,2022,4.708161585365854,2.8507317073170735,0.20144782245461196,41
322,1244,2023,,,,42
323,1245,2022,,,,37
324,1245,2023,-inf,-inf,-inf,34
325,1246,2022,,,,68
326,1246,2023,3.0220409007352944,2.062588235294118,0.25827413939193244,68
327,1247,2022,-inf,-inf,-inf,64
328,1247,2023,,-inf,,65
329,1248,2022,-inf,-inf,-inf,68
330,1248,2023,3.5131282894736846,2.867532894736842,0.26918206557611235,57
331,1249,2022,inf,inf,inf,36
332,1249,2023,1.6382536764705884,1.325374080882353,0.03831821667159112,34
333,125,2018,-0.09722340405985387,0.053902315107542835,0.004646577682551776,70
334,125,2019,3.169413682115649,3.775537195504481,0.23959748768843783,57
335,125,2021,2.162438388688455,1.754604126243027,0.23861664839774668,57
336,125,2023,1.3238759566326532,0.3916304607780612,0.1887147326372398,56
337,1250,2022,-32.25059987395826,-28.675989127371654,-0.48708440334554726,48
338,1250,2023,1.5931726140472546,2.274052559926714,0.05081329357217165,49
339,1251,2022,inf,inf,inf,61
340,1251,2023,,,,69
341,1252,2022,,,,63
342,1252,2023,2.835194751217195,1.1233790523690774,0.20110928042737458,63
343,1253,2022,1.8837428466354034,1.0591547984305498,0.15581934769828634,59
344,1253,2023,3.874849778293481,2.5693583979114005,0.298954357295842,59
345,1254,2022,inf,inf,inf,58
346,1254,2023,-inf,-inf,-inf,55
347,1255,2022,,,,43
348,1255,2023,,,,55
349,1256,2022,inf,inf,inf,33
350,1256,2023,,,,38
351,1257,2022,-37.03882116336634,-29.352599009900988,-1.1485277920724903,60
352,1257,2023,,,,57
353,1258,2022,,,,67
354,1258,2023,3.262892164749417,1.9957852344944091,0.24760028228924366,62
355,1259,2022,inf,inf,inf,73
356,1259,2023,9.990992307692308,8.279234134615384,1.0370445602399572,65
357,126,2018,0.19782922114256574,0.4136687418236051,0.03092246148426897,72
358,126,2019,3.1950841121495324,3.948341121495327,0.2525981755053059,50
359,126,2021,2.1800261780104706,1.8429826570680625,0.236757378391114,50
360,126,2023,1.1425154883381925,0.02495786260932945,0.15733783583194835,49
361,1260,2022,-inf,7.534468357812081,-inf,62
362,1260,2023,3.0351396746817536,2.102456935744595,0.13533219616774836,49
363,1261,2022,inf,inf,inf,49
364,1261,2023,18.207680884024693,10.081900313175668,1.076325628234339,51
365,1262,2022,,,,69
366,1262,2023,11.898013431857892,10.168952478887594,0.5033892462172419,68
367,1263,2022,inf,inf,inf,44
368,1263,2023,-10.603014000518533,3.3357353513093044,-1.40661613952304,57
369,1264,2022,-137.87631744712627,-102.43097677557236,-4.718435754451579,68
370,1264,2023,-inf,-inf,-inf,69
371,1265,2022,-inf,-14.208569134159413,-inf,73
372,1265,2023,3.224302386802387,2.0185543173043174,0.2747400422882701,70
373,1266,2022,inf,,inf,65
374,1266,2023,2.525596700596701,2.311640341640342,0.13012822336712193,63
375,1267,2022,inf,inf,inf,60
376,1267,2023,,inf,,57
377,1268,2022,,,,56
378,1268,2023,2.763376755829586,1.5586325390570674,0.11521186088184976,53
379,1269,2022,inf,inf,inf,52
380,1269,2023,inf,inf,inf,46
381,127,2018,-0.07342119065808383,-0.007322606070752454,-0.001398510282189547,62
382,127,2019,3.4906803797468355,3.9934770569620253,0.23743846099090968,50
383,127,2021,1.9679746093750001,1.3037712890625,0.19172517858949978,50
384,127,2023,1.175529717682021,0.43884271916790496,0.1528240673899164,50
385,1270,2022,inf,inf,inf,45
386,1270,2023,,,,48
387,128,2018,,,,74
388,128,2019,3.2889312428078252,3.6448818685270425,0.25557097697179465,44
389,128,2021,2.2551621547965115,1.849808094113372,0.22780389283700614,43
390,128,2023,1.313312396179402,-0.04108051287375415,0.16869510964088932,43
391,129,2018,,,,74
392,129,2019,3.0789994613520064,3.326155568273633,0.23799040700654892,47
393,129,2021,2.1907969599184782,1.2406589673913044,0.2255687232950548,46
394,129,2023,1.0831673565521365,0.6000906428353618,0.1458722291934775,47
395,13,2019,2.425245727292196,1.9684959609004813,0.23306793851625224,51
396,13,2020,2.144590145559635,-0.5879724332112901,0.19589902028841805,51
397,13,2021,2.255485401459854,6.865100364963504,0.24841328269402185,50
398,13,2022,1.6631919642857143,-3.799252232142857,0.21382922738362634,50
399,13,2023,1.3187574257425745,1.4706435643564355,0.19751102225757078,50
400,130,2018,7.474301750889657,6.3418770780667,0.683813891774347,66
401,130,2019,3.3873991935483874,3.4262270894428153,0.2482405435173996,44
402,130,2021,2.03583624228574,1.6804036458333333,0.20514030512849435,45
403,130,2023,1.2069334222612456,0.23743963595839526,0.15588188290221067,44
404,131,2018,,,,77
405,131,2019,3.180975918451119,2.9048582130396112,0.23815929977851164,47
406,131,2021,2.2161089078352485,2.139905233476533,0.22858148987896287,47
407,131,2023,1.2952127659574468,-0.031802099164133735,0.16993264907979624,47
408,132,2018,1.34571782225024,11.890884518870362,0.10407047232002621,49
409,132,2019,4.499108335400343,3.899188124475298,0.29146686441615705,40
410,132,2021,2.2262630378096477,1.997088901564537,0.20677739207128948,40
411,132,2023,1.3649024127434226,0.3120036741698035,0.1540777192783095,40
412,133,2018,,,,70
413,133,2019,3.59145748036781,3.622101315524532,0.2627906918004501,47
414,133,2021,2.3510083045178845,2.179160053284961,0.23613017414273357,46
415,133,2023,1.3579777440403127,0.522072243038956,0.18265564452090555,46
416,134,2018,141.35320274295017,28.965614415001355,8.177917564259875,50
417,134,2019,4.042448784143904,3.5740235676215857,0.24943148535375498,38
418,134,2021,2.4291874958300483,2.495609172124748,0.20642499536332273,38
419,134,2023,1.4853366700555253,0.557001251270822,0.16351571213567412,38
420,135,2018,,,,64
421,135,2019,3.9808683439917374,3.2612586599529716,0.28115051008427544,48
422,135,2021,2.2816478657672463,2.0704608582279915,0.229334762546856,46
423,135,2023,1.296597462190585,0.7607096140444843,0.1556882088207885,43
424,1355,2023,-49.278880611283746,-35.66680651705053,-4.659313903385737,47
425,1356,2023,,,,45
426,1357,2023,,,,72
427,1358,2023,,,,35
428,1359,2023,,,,59
429,136,2018,0.14585677286551402,0.2597550743809,0.012716466116384275,62
430,136,2019,3.0100407166123784,2.8758070740688284,0.14588977802986605,46
431,136,2021,2.6270026109660574,2.5135176240208876,0.20069064047641097,45
432,136,2023,1.3824826904055392,0.7135200296735906,0.14655482360397953,45
433,1360,2023,,,,63
434,1361,2023,,,,63
435,1362,2023,,,,59
436,1363,2023,994.6445652173913,929.5347826086957,48.917366733967675,69
437,1364,2023,,,,64
438,1365,2023,,,,62
439,1366,2023,inf,inf,inf,44
440,1367,2023,,,,55
441,1368,2023,,,,61
442,1369,2023,,,,53
443,137,2018,-0.6559340422693001,-0.5845307720773788,-0.0458827167811819,74
444,137,2019,3.3749750714618094,3.8156642624476502,0.25362378348534687,49
445,137,2021,1.9637515319443706,2.0557111552192677,0.20288814409881953,49
446,137,2023,1.7273507047477745,0.2766019102373887,0.22721458340358508,48
447,1370,2023,,,,72
448,1371,2023,,,,62
449,1372,2023,-721.7449861354444,-787.9907956688371,-30.71256586217192,67
450,1373,2023,,,,43
451,1374,2023,,-inf,,55
452,1375,2023,,,,50
453,1376,2023,,,,53
454,1377,2023,,,,64
455,1378,2023,,,,65
456,1379,2023,,,,63
457,138,2018,-0.10108373442501889,0.054993615487030266,-0.007440773193271357,70
458,138,2019,3.0947818982665534,3.817013000852515,0.26877439146355675,69
459,138,2021,1.3694077435661764,2.1261488970588234,0.1651351026899529,68
460,138,2023,1.4896904007619018,-0.020441554112018263,0.23426875465906927,69
461,1380,2023,,,,58
462,1381,2023,,,,65
463,1382,2023,,,,56
464,1383,2023,,,,49
465,1384,2023,,,,58
466,1385,2023,,,,56
467,1386,2023,,,,64
468,1387,2023,,,,64
469,1388,2023,,,,66
470,1389,2023,,,,61
471,139,2018,-0.5238296804687753,-0.2477844459192593,-0.03849602428070534,68
472,139,2019,3.3294586983729664,3.3015227367542765,0.24047771223350178,47
473,139,2021,2.332291814424028,2.4809677720735857,0.24482346387353868,48
474,139,2023,1.5795389115898961,-0.022613298662704312,0.22300538238810325,48
